والله القناه الوحيده اللي بيسيب الاعلان شغال ومش بعملو skip,negative,10
المتوحدين فشخ الى عاملين dislike ؟!!,negative,6
الناس اللي dislike انتو محتاجين تتعالجوا,negative,6
1.1k dislike يا كفره 😂😂,negative,5
انا اطالب بإعدام ال25 الف متخلف الي عاملين Dislike,negative,9
٢٥ ألف جاحد عاملين dislike,negative,5
مين الحيوانات اللي عاملين dislike دول ...,negative,7
الموسيقى مسروقة حرفياً من مسلسل better call saul الجزء الأول، الحلقة الثامنة، ال,negative,14
"23 الف unlike ؟؟؟؟؟؟؟؟؟؟
انتوا مرضى نفسيين صراحه عاوزين التعري والكلام البذيء عش",negative,13
اللحن مسروق من موسيقي اسمها cold coffe للأسف,negative,8
الناس إلى عامله dislike دول عالم متوحدة,negative,7
20 ألف عرص عاملين dislike,negative,5
آل 19 الف المعقدين الي عاملين un like دول يغور من هنا لو مش عجبهم الأغنية يبعدو ,negative,20
انا نفسي أعرف ال17000 دول مش عاملين like ليه اكيد دول مش بيفهموا,negative,13
الموسيقي كلها مسروقة من موسيقي  Galt macdermon   coffee cold  بطل سرقة بقا فين ا,negative,18
فى ٩٠٠٠ لطخ عاملين un like مش فاهم لى,negative,9
في 8000 متخلف عامل dislike الله ينعل ميتن ابوكم عالم مقرفة,negative,11
الناس الي بتعمل dis like دي مريضه 😃,negative,8
في 5000 معاق عاملين unlike 😂😂,negative,6
4k dislike تلقيهم من سكان المعادي.,negative,6
3k dislike دول العيال السيس 👊🐸,negative,6
الموسيقى مسروقة من Galt MacDermot -Coffee cold,negative,7
"الناس إللي عاملين UNLIKE للكليب ..
أنا مستغربكم بصراحة ...
أنتوا أعداء النجاح صح",negative,13
في ٦٠٠ عاملين unlike، أراهن إنهم under age .,negative,9
في اتنين واربعين جحش عاملين unlike,negative,6
فعلا مريضة dislike الناس الي عملت,negative,6
16 الف متوحد عامل dislike,negative,5
سارق اغنية lgnawi boya,negative,4
هما ال 12 الف اللي عاملين dislike دوول عندهم ف دماغهم اخرام و لا دوول اللي بيعبد,negative,19
العامل dislike ده متخلف اكيد,negative,5
"الناس اللى عاملة  dislike 
انتوا طبيعيين؟؟؟؟؟",negative,7
هيه الناس اللي عاملة Dis like دي عايشة معانا ع الكوكب اذاااي 😒💔💔💔💔,negative,13
هذي الأغنية مسروقة من 2pac: letter to my unborn child مشكلتنا بس نسرق 😂😂😂😂😂😂😂😂😂😂,negative,14
علشان تعرف عدد المتخلفين عقليا في العالم بص عليهم في ال Dislike,negative,12
الناس ال عاملة dislike  دول مجااانين ولا اي😒😒😒,negative,9
العيال الوسخة السرسجية اللي عاملين dislike يروحوا يسمعوا محمد رمضان,negative,10
هما اللي عاملين dislike  دول مش بني ادمين معانا ولا ايه .. ولا انتو متاجرين مثلا,negative,17
الناس الهلس إللى عامله dislike ايه!!!,negative,6
ال3600 اللي عاملين dislike دول شكلهم قرايب وصحاب محمد رمضان,negative,10
الناس ولاد الوسخة اللي بتعمل dislike,negative,6
الناس إللى عاملين dislike ناس تعبانه,negative,6
هما الناس اللى عاملين dislike بشر ذيينا بردو !!!!,negative,9
نفسي اعرف الناس اللي بتعرف dis like  الناس ده بتفهم ولا بتعمل من غير ماتشوف الفي,negative,20
حد يعمل لمكي dislike يا بهايم بهايم 😤😤👊,negative,8
2500 Unlike من شوية زومبي,negative,5
"2200 diss like
كلاب الي فاكر نفسو نمبر ون",negative,8
الناس الي عاامله dislike اكيد ناس مابتفهمش حااجه,negative,8
الفين بهيم عاملين disslike والله😒,negative,5
هما الى عاملين dislike دول بنى ادمين وعندهم عقل زينا كده,negative,11
يعني اللي عامل dislike دا متخلف عقليا 😂😂,negative,8
فيه 1600 حمار عاملين dislike,negative,5
"1.5k dislike 😕 
مرضي اقسم بالله 😑",negative,7
مين ولاد الوسخة اللي عاملين dislike,negative,6
الناس اللي عاملين dislike عندهم حاله داون 😆,negative,8
الناس اللي عمله dislike  ناس مريضة 💔,negative,8
ال930 واحد اللي عاملين dislike دول عاقين 😊,negative,8
هي الناس اللي عامله dislike دول بشر عاديين,negative,8
هما الي عاملين dislike دول ايه؟ .. اكيد مش بني ادمين,negative,11
مين العرص اللى عامل dislike,negative,5
ال 371 ال عاملين un like انتو بضان وعهد الله 😅,negative,11
هو 264 اللي عامل unlike ده عايز ابنه عاق ولا هو عاق,negative,12
91 بني ادم براس كلب عامل dislike,negative,7
هما ال 65 واحد اللي  عاملين dislike  بيفهمو منين !!!!,negative,12
و سارق شوي من me and my grilfriend,negative,8
١٣ الف عاملين dislike ١٣ الف بيحبو حمو بيكا و محمد رمضان و السف و الفن الرخيص...,negative,17
اللي مش عاجبني بس ال mix بين ال rap و الشعبي,negative,11
59 dislike  بتوع مطاوي,negative,5
منى انتي fake وانتي عارفة انك fake,negative,7
الي عاملين dislike عقلكو فين!,negative,5
عفكرة لحن الاغنية مسروق من اغنية اسمها russian paradise,negative,9
العيال الكتيانه ابتوع الصفح عاملين dislike :D,negative,7
اخخ cringe 😂😂,negative,3
اللي بيعمل مونتاج حسبي الله و نعم الوكيل فيه دي cuts تعملها يا اعمي,negative,14
محمود حميدة cheap mean,negative,4
هو غير اسمه من Brad Pitt ل Brad Brayt و الثانية بتقول Brad bit 🤦🏽‍♀️,negative,15
"منى الشاذلى بجد u r soooooo fake 
ممكن تعملى معروف فينا وتعتزلى",negative,12
من اولها كده كلها over,negative,5
اي حد عمل dislike اكيد واحد حلووووف🙄🙄🙄,negative,7
كلامك تمام كله بس هو الوسط الفني still مش نضيف بردوا 😅,negative,12
٢٠١٨ الناس الي بتعمل unlike المفروض ميبقاش مسموح ليكوا تستخدموا الانترنت تاني اص,negative,13
اكو 2 الف شخص عاملين dislike انتو شنو مثلاً!  شنو الي ميعجبكم بالاغنيه ؟ انتو عد,negative,21
مين ولأد الفشلة على عملين DISLIKE ??,negative,7
نفسي افهم هما مين اللي بيعملو dislike و dislike ع ايه اصلا كميه التخلف,negative,14
مين الناس المتخلفين الي عاملين dislike ?,negative,7
نفسي اعرف مين الاهبل اللي عامل UNlike,negative,7
الناس اللي عاملة Dislike دي !!! انتم مجانين ؟؟,negative,9
مين اللى معندوش دم وعامل unlike ده,negative,7
وي الاغنية  فيها كمية سليية مو طبيعية  overdose 😳😳,negative,11
ما هذه الطريقة over في الكلام!!!!!,negative,6
بيقلد أبوه بطريقة over,negative,4
هو سؤال بسيط ليه تكذب وتكتب اسم غير اسم المسلسل ما هو كده كده الناس هتتفرج عليه ,negative,24
ايه القرف والغم ده انا مركذ مع ال kpop,negative,9
Fuck Fuck سكر محلي مخطوط علي كرامه😠😠👺,negative,7
Dislike وبجدارة,negative,2
أصحاب ال dislike  عيب عليكم,negative,6
من رقصة رانيا يوسف الي سيارة ميسي في كل مكان ، wtf,negative,12
"احلى unlike 😂😂 , يلا يا فن هابط ومن غير. View",negative,11
حاجه مستخبيه : wtf,negative,4
علي فكرة البنت Over,negative,4
الفيديو كليب مسروق من اغنيه اجنبيه معروفه هما شالو حتت قليله الادب بس 😂😂 him & i,negative,17
اعداء نجاح   dislike  اكيد الناس الى عمله,negative,10
شحاتين اللايكات....اغلب التعليقات ضروري يحشرو فيها (حط لايك-اعمل لايك-دوس لايك..,negative,13
والنبي بس ياا جدعاان النااس اللي حاطه dislike بتفكر ازاي ساعات بحس انهم نااس برا,negative,16
الناس اللى عامله unlike اد ايه انتوا ولاد وسخه بهايم,negative,10
".  underground مفهوش غير رامى عصام 
كفاية محن يا عسيلى كفاية تعريص",negative,13
"لحن مسروق مع الاسف ن اغنية فرنسية : 
shame on you",negative,11
اللحن مسروق من cat stevens يارايق يابتاع الواسطه,negative,8
أعتقد أن اللحن مسروق من أغنية كات ستيفنز .. wild world,negative,11
في 106 بهيم عاملين unlike,negative,5
No comment على القرف داا,negative,5
اي هرتله وعجن وخلاص بس تلاقي الرقاصه وراها حد vip هو اللي شهرها   وهي معفنه,negative,17
"اي الحرب ع الاسلام دي 
راقصه برازيليه 2 مليون مشاهده ف يوم... وقارئ القران الكريم zero دعم 
حسبي الله ونعم الوكيل،😩😩😩",negative,21
الناس اللى عامله dislike دى اكيد متصابين صبابه .. بس الاغنيه مالها يا جدعااان,negative,14
1000 سرسجي عامل dislike ☻,negative,5
4K DISLIKE ? فعلا مجانين و بينكم و بين الزووق بلاد,negative,11
"مين الحمير اللي عاملين 
dis like",negative,6
هما ال 487 اللي عاملين dislike دول ....انتوا بتفهموا منين لا مؤاخذه ....اه سوري .  يلا جاتكوا داهيه,negative,27
45 الف حمار محركين حافرهم و كابسين dislike 🙂,negative,9
اكيد اللي عامل dislike من الكذابين 😂😂😂😂,negative,7
تقليد لاغنية اجنبيه اسمها In a Matter of Speaking حرام عليك شيرين,negative,12
بدي أفهم يلي عامل dislike على هالاغنية ليش فايت عليها بالأساس...... عالم ما بتفهم صحيح ولا عندن إحساس ولا مشاعر.... ولك هي شيريييييين,negative,23
"Worst lyrice ever
اسوء اغنيه من ناحيه الكلمات 
بس لو ما غنتها شيرين 
كانت لتكون ",negative,15
wtf كل التعليقات قبل يومين وقبل يوم كيييييييييف,negative,8
الناس اللي عامله dislike 👎 انتو ازاي كدا,negative,8
في عيال احبة  اللي عملين dislike,negative,7
نفس امسك كل واحد عمل dislike وأحط وشوا في الاسفلت علشان مبيفهمش بجد 😏😏,negative,14
الناس اللي عاملة dislike اكيد ودانهم مقطوشة,negative,7
اللحن مسروق من اغنية lost stars,negative,6
اللحن مسروق من اغنية Zombie,negative,5
الناس اللي عاملة unlike بسمعو وبشوفو متلنا عادي !!,negative,9
اللي عاملين dislike دول مش طبيعين O.o,negative,7
اللي عاملين Dislike دول مرضى نفسيين بصراحه,negative,7
الناس اللي عامله unlike دي طبيعية  ؟؟؟؟,negative,8
واحد حاطط dislike قبل العرض مش عارف أقول ايه الصراحة😂,negative,10
"للأسف كلمات سيئة جدا. لا كلام و لا لحن 
Big zero",negative,11
ليش سارقين كليب ليدي غاغا Shallow 🤣🤣🤣,negative,7
يعني اللي عاملين  unlike  جايين منين دول  ولا ماعندهومش احساس ولا نيله,negative,15
"مش دة اللي كنت مستنياه 
اول كليب ليك ميعجبنيش 
Totally Disappointed 😔",negative,12
اللحن مسروق من اغنية let me love you /dj snake ft Justin Bieber 😒😒😒,negative,14
1000 كلب عاملين dis like,negative,5
الي عاملين dislike 🐸🐸,negative,4
نفسي افهم مين الغبي اللي عامل dislike,negative,7
156 حمار عاملين Dislike,negative,4
المشاهدات fake,negative,2
المشاهدات fake والدليل لها اكثر من خمسه ايام وهي 52 مليون اغنيه ماتستاهل والله,negative,14
"-50, mlion vu              : مزيفة
-8.4k, commentaires : حقيقية
-138k, like.                    : حقيقية
كيف ممكن 138k like و 50 مليون مشاهدة لماذا تشترون ال",negative,56
اول مره في حياتي اعمل  dislike لتامر 🙂,negative,9
مش ستايل تامر i dont like it,negative,7
مش مصدقه انه في بهايم عاملين dislike 😅,negative,8
مين الناس العبيطه اللي حطت dis like🙄,negative,7
سارق اللحن من Papa Bear - Cherish The Love,negative,9
اللي عامل unlike ده جاهل مبيفهمش احب اقولك الكليب معدي 800 الف لايك وان شاء الله,negative,40
12 الف متوحد عملوا dislike عاش,negative,6
مين العبيط الي عامل dislike,negative,5
"هما ال ٧ الف  unlike بيفهموا زي البشر عادي كده؟؟؟؟؟؟
حاجة غريبة والله",negative,13
الناس اللي عاملة unlike دي تعبانة ف نفوخها 😂,negative,9
فيه 6 الف متخلفين عاملين dislike 😟,negative,7
بالنسبه للناس اللي عامله dislike انتوا طبيعين؟؟؟ 🤔,negative,8
فظيع الى عامل dis like  ده مش بيفهم 😷😍😂,negative,10
هي الناس اللي عاملة dislike دي عيانة!!! 🧸🤨,negative,8
الاغنية مو حلوة ابدا.. اجيت بعد المشكلة.. وتمثيل fake مبين,negative,10
بعد مشفت المشكلة كنت أظن أن الكليب فيه مشاهد مثل 50 shades of gray، كليب طبيعي ل,negative,25
بتنتقد الشهره وهي اصلا مصره تاخد اللقطه حتى وهي بتتوب ،،، سمجه و fake في حياتك ز,negative,18
ولا كإن في كرونا والمفروض ن stay home وبتاع ايه الهبل دا بجد؟,negative,13
"اللحن مسروووووووووق  
اللحن من اغنية لرانبير كابور ونرجس فخري من الفلم الهندي Ro",negative,15
اسلوب و لحن الاغنية مسروق من اغنية كيندجي cool لينك الاغنية,negative,11
انا اسف ليك يا تامر بس ده هيبقى اول dislike تاخده مني !,negative,13
بدي افهم مين الجحاش اللي حاطين dislike,negative,7
هو ازاي في ناس عمله dislike اكيد قطعيين ودنهم 😂,negative,10
الشوية العرر إللي عاملين dislike بيفهموا موسيقي,negative,7
"5 K Dislikes ?
الناس دي ودانها ملوثه والله",negative,8
الناس اللي عاملة dislike دي عبيطة؟!!,negative,6
اعداء الانسانيه هما الي داسوا dislike 😂😂👏😢,negative,7
أنا لقيت كليب بتاعه  ، فقلت أخش أشتم و أطلع تاني ، بس أنا عشان محترم مش هشتم ، d,negative,24
مين ال26 بغل اللى عاملين  dislike,negative,7
الحمار العمل dislike,negative,3
الحراميه اللي سارقه الموسيقي من اغنيه فنانه كوريه اسمها آيو الاغنيه اسمها  frida,negative,20
اول حتة في الحن مسروقة من اغنية جاستن بيبر  love you self,negative,13
فيه الف و 300 عاق عامل dislike,negative,7
في 210 مبيفهموش في الفن اصلا عملين dis like,negative,9
مين البهايم اللي بيعملو dis like دول؟! 😂,negative,8
انا عايز اعرف مين الرخم اللى عامل unlike لاغنيه زى دى,negative,11
اللي بيعمل dislike ده متخلف تقريبااا,negative,6
"الناس اللي عاملين unlike 
انتوا ازاي كدا😂😂",negative,7
"كل الي عاملين dislike 
جماعة إنتوا متحرشين؟",negative,7
الناس اللى عاملين dislike اكيد دول المتحرشين :D,negative,8
فى 51 متحرش عاملين unlike :D,negative,6
"الحيوان اللي عامل dislike دا !! 
اكيد كلب متحرش",negative,9
ليه عاملين tune لصوت هاني الدقاق ؟ دي أسوأ حاجة في الأغنية,negative,12
انا عاوزه اعرف مين المرضى اللى عاملين dislike :-[,negative,9
طريقة lipsynch او متابعة الشفاه للتسجيل طريقة قديمة من الثمانينات تم الغاؤها عال,negative,34
اجمل dis like لاخرا محمد رمضان 😂,negative,7
اللحن مسروق من اغنية sean paul,negative,6
واخد مقدمة موسيقى اغنية Sean Paul اثبتلي ان الوساخة ليها ناسها... ربنا عمال يضلك بعد ظلم الطيار,negative,17
Another fail ..سقوط اخر,negative,4
انت gay,negative,2
ال English بتاعك معفن علشان مخك مشغول بلفلوس والمشاهدات والايكات بس 🙂🙂,negative,12
"حتي لو لبست دهب
هتفضل قليل اخرك يحموك ف كنكة
ماينص وان 😒
Minus one",negative,12
"كالعادة اغنية فاااااااااشلة ... 
وين الاخلاق والتواضع الناس عم تموت من الجوع والفقر يعني اذا ربنا أعطاك مصاري كت. 
الغنى ليس بالأموال وإنما الغنى بالأخلاق 
bad song 😠😠😠😡😡",negative,31
اغنية  سخيفة  I  not love يستفز  الفقراء   و يتبهى  بمالوا  فلسطين  مو محتاجة  ل,negative,33
"دي اشهار مش اغنية .. استغلال القضية لفلسطينية لزيادة نسب المشاهدة و الاشهار للنزل و Versace ..  ناس بتموت في حرب و ناس ما همها شي غير انها تستغل المواقف ..
 { اللهم لا تؤاخذنا",negative,44
"ايه الخرا دا
Waste of 5 minutes",negative,6
اغانيك ‏سيئة كتيير كلها قليله ادب ما يستاهل 1 m subscribers 😡😡😡😤😤,negative,12
"You are number zero, Jew   انت رقم صفر يهودي",negative,11
ياحبيبي عالكلام الفاشل والاداء الخرائي 🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️ Cringe af,negative,8
"العرب يحبو يحطمو بعضهم 
كل التعليقات يدعمو Gims رغم انو مش سامع فيهم ابدا 
وجايي",negative,31
"فكرة الدبابة مسروقة من فرقة super m  الكورية الي صورة. في دبي 
Jopping اسم الاغنية 
محمد رمضان يقلد lucas العضو الكوري",negative,22
I dont like it عمل فاشل,negative,6
يلعن الوقت اللي خلا maitre gims مع هذا ما بيعرف حتى يستعمل auto tune💔💔😡😡,negative,14
بصراحة الاغنيه مش بمستوى maitre gims 😏,negative,7
"يا جيمس يا خويا ما جت شي هالغناية 
sorry big floooooooop 🤮🤮🤮🤮",negative,12
الفيديو عباره عن قرف ورقص و وقلت احترام وذوق ع المشاهدThe video is a lack of res,negative,31
Lyrics ب ٢جنيه,negative,3
لص قذر. عليك أن تحترم شروط العقد مع lamjarred للأغنية.تم حذف الأغنية من اليوتيوب بعد شكو,negative,18
Worst song of the decade كفاية يا رمضان,negative,8
"مسروقة من Bum Bum Tam Tam
مفيش اي ابداع",negative,8
الأغنية مسروقة من الأغنية الأصلية BUM BUM TAM TAM,negative,9
إنسان تافة ويقلد أغنية سنوب دوق hangover,negative,7
هذا عندو عقد مع اتباع الشيطان كالمغني soolking في الجزائر,negative,10
"You are not a brave Muslim Arab, you do not represent us
انت ليس عربي حرًا انت ل",negative,19
"حد يخدو يعملو shower ممكن ينظف ! مقرف شكلا و مضمونا !
في متل  بيقول  ما تخافش من. خاف من الجيعان ادا شبع",negative,28
مطرب فاشل تفكر حالك justin bieber ههههههههههههههه,negative,7
اللي عمل dis like يجي جنبي هنا🤮,negative,7
الاغنية مسروقة من اغنية bum bum tam tam بتاعة kondzilla  تقريبا نفس اللحن وبعض ا,negative,16
اللحن مسروق ياجماعه والله دي نفس اغنيه MC Fioti - Bum Bum Tam Tam (KondZilla),negative,15
وحشه جدا عملتله unscribe,negative,4
نجم السرسجية bum bum عالخره,negative,5
"اللحن مسروق
اغنية back to you -selena gomez
شو عالعيب",negative,8
"Lil Jon- Alive
نفس اللحن ونفس الدخلة كفاية سرقة بقاا",negative,9
٢٤٢ الف unlike للاغنية دا اكبر كم unlike حصل فى تاريخ اليوتيوب!!!!!! بلاش هبل يا,negative,44
هتفضل ف level واحد يا رمضان.. هايف👎,negative,7
محمد رمضان الممثل الوحيد اللي عمل zoom على الخرا في مصر,negative,11
شو هالكلمات مالهم طعم 😒ملك شو فديو كليب أسلوبو كثيير قديييييم dislike,negative,12
"👎👎👎
الغرور هيفشخكك 👎
كله dis like بقا",negative,6
انا داخل اعمل unlike وخارج على طووول :D,negative,8
داخل مخصوص عشان اعمل dislike من غير ما اسمعها,negative,9
انا دخلت مخصوص علشان اعمل dislike 😊❤,negative,7
اصلا الاغنية دى مسروقة لان الي غناها team 4-4-2 سنة٢٠١٨,negative,10
Fuck you fuck you fuck you تتصور نفسك ملك انت احقر فنان هل نسيت الاخرة نعم ضحكت ,negative,58
120 الف dislike ..مين يزود 😂😂,negative,6
ياريت الناس كلها تعمل unlike علي الفيديو علشان الملك ياخد بالوا انو زودها,negative,13
انا عن نفسي دخلت عملتلك dislike من قبل ما اسمع حاجة,negative,11
بقيت متكبر over,negative,3
بقيت over ورخم جدا بصرااحه😏😏,negative,5
"Wtf
شوفو الدس لايكات 🤭🤭🤭",negative,4
100 الف dislike ويقولك نمبر وان 😂😂,negative,7
81k dislike 😂😂 اهم حاجة محبة الناس,negative,7
منظر البنات مش حلو dislike,negative,5
انا جيت بس علشان احط Dislike 👎,negative,7
Dislike ليك يا ابن مرات ملك الغابة,negative,7
بلا ملك بلا بتاع  انتا  بتفشخر  بلا rang  rover و بس,negative,15
والله لو ف اقل من DISLIKE كنت عملت استمر ع كده ي كبير,negative,13
DISLIKE ي ملك,negative,3
يلا dislike,negative,2
كلة يعمل Dislike علشان يبطل يقرفنا,negative,6
انا داخل اعمل dislike 😁,negative,5
والله يا ريت لو فى لينك نعمل dislike من عير ما نزود المشاهدات 😂,negative,14
unlike  لانك زودتها اوووي ✋ وعرفنا ان عندك فله وعربيات حديثه وفلوس 😒,negative,14
لاول مرة اعملك dislike علي فيديو ... كنت بحترمك جدا بس واضح فعلا ان جنون العظمة عمالك عينيك والغرور لحس دماغك انا مش ,negative,40
أحلى dislike ليك ياسرسجى👎,negative,4
"انا اول مره انتقد حد بس لو الفلوس و الشهره بيعملوا كدا في الناس.... يغوروا في دهيا و مهما عملت ده مش هيغير اصلك 😒
احلا Dislike 😤😤",negative,27
"Dislike
ديسلايك يا محدث",negative,3
جماعه يا ريت الي مش عاجبه الفيديو يعمل dislike للفيديو عشان توصله لأكبر عدد من ا,negative,22
"You are a virus. You can infect a lot of youths. You are arrogant with no education, and no ethics حسبي الله ونعم الوكيل",negative,24
الكل يعمل  Dislike 👎,negative,5
انت انسان متكبر ومش محترم وكل الناس تحط unlike,negative,9
انا زهقت من كتر ما بعمل dislike        يمكن انا الوحيد اللى شايفك متسول,negative,20
"أنت بطريقتك دى خليت إللى كانوا fans ليك بيكرهوك والله
كفااايه",negative,10
"واحد من على تويتر محمد رمضان مر من هنا
🚗 عشان يعمل Dislike للفيديو اول ماينزل ☝",negative,16
الترتيبة مسروقة من مسلسل picky blenders,negative,6
بييييييييض Eggs,negative,2
Dislike  من ابل مشوف,negative,5
تقليد رديء لاغيته مايكل جاكسون You rock my world & Smoth criminal. نفس الفكره و الأزياء.,negative,16
Flop فاشله,negative,2
كمية اللايكات بتبين ثقافة وتفاهة غالبية عظمي من الناس والمبرر لوجود الزوق الزفت ,negative,19
سارق الفكرة من ال peaky blinders👎🏻👎🏻👎🏻👎🏻👎🏻,negative,6
صراحه اغنيه مسخره مش حلوه بالمره لا كلمات و لا موسيقى و ذكرتني بفيلم ياباني كومي,negative,19
A piece of shit زي القرف,negative,6
"اناا جاي أعمل DIsLike , و
و امشي تاني , حاجه قذره و وسط واطي",negative,14
"Peaky blinders بيقلد مسلسل 😂
فين الابداع سرقه وتلقيح 😏",negative,9
لحن مسروق من أغنية إسبانية معروفة أوي..... Copy paste,negative,9
المصرين شوهو سمعتنا بجد so bad I hit this ومش بس في بلادنا لا في العالم والأغاني,negative,23
dislike بس عشان يسرا .......,negative,5
سارق اللحن من اغنية russ - maybe,negative,7
"الناس اللي عاملة unlike 
مش هاتموت موتة طبيعية اقسم بالله",negative,10
اللى عملين dislike  دول  اكيد  فنهم واغانيهم  اوكا واورتيجا والمهرجانات والقرف د,negative,16
"ما شاء الله touch wood
مثاليه فى الجهل",negative,7
كبدة ونية كمان دي حاجة مقرفة شوهت صورتك مكانش لازم تقول الفضيحة دي Ewwww,negative,14
فلوكس on steroids,negative,3
